,id,Exited
403,165437,0
404,165438,0
405,165439,0
406,165440,0
407,165441,0
408,165442,0
409,165443,0
410,165444,0
411,165445,0
412,165446,0
413,165447,0
414,165448,0
415,165449,0
416,165450,0
417,165451,0
418,165452,0
419,165453,0
420,165454,0
421,165455,0
422,165456,0
423,165457,0
424,165458,0
425,165459,0
426,165460,0
427,165461,0
428,165462,0
429,165463,0
430,165464,0
431,165465,0
432,165466,0
433,165467,0
434,165468,0
435,165469,0
436,165470,0
437,165471,0
438,165472,0
439,165473,0
440,165474,0
441,165475,1
442,165476,0
443,165477,0
444,165478,0
445,165479,0
446,165480,0
447,165481,0
448,165482,0
449,165483,0
450,165484,0
451,165485,0
452,165486,0
453,165487,0
454,165488,0
455,165489,0
456,165490,0
457,165491,0
458,165492,0
459,165493,0
460,165494,0
461,165495,1
462,165496,0
463,165497,0
464,165498,0
465,165499,0
466,165500,0
467,165501,0
468,165502,0
469,165503,0
470,165504,0
471,165505,0
472,165506,0
473,165507,1
474,165508,0
475,165509,0
476,165510,0
477,165511,0
478,165512,0
479,165513,0
480,165514,0
481,165515,0
482,165516,0
483,165517,0
484,165518,0
485,165519,0
486,165520,0
487,165521,0
488,165522,0
489,165523,0
490,165524,0
491,165525,0
492,165526,0
493,165527,0
494,165528,0
495,165529,0
496,165530,0
497,165531,0
498,165532,1
499,165533,0
500,165534,0
501,165535,0
502,165536,0
503,165537,0
504,165538,0
505,165539,0
506,165540,0
507,165541,0
508,165542,0
509,165543,0
510,165544,0
511,165545,0
512,165546,1
513,165547,0
514,165548,0
515,165549,0
516,165550,0
517,165551,0
518,165552,0
519,165553,0
520,165554,0
521,165555,0
522,165556,0
523,165557,0
524,165558,0
525,165559,0
526,165560,0
527,165561,0
528,165562,0
529,165563,0
530,165564,1
531,165565,0
532,165566,0
533,165567,0
534,165568,0
535,165569,0
536,165570,0
537,165571,0
538,165572,0
539,165573,0
540,165574,0
541,165575,0
542,165576,0
543,165577,0
544,165578,0
545,165579,0
546,165580,1
547,165581,0
548,165582,0
549,165583,0
550,165584,0
551,165585,0
552,165586,0
553,165587,0
554,165588,0
555,165589,0
556,165590,0
557,165591,0
558,165592,0
559,165593,0
560,165594,0
561,165595,0
562,165596,0
563,165597,0
564,165598,0
565,165599,0
566,165600,0
567,165601,0
568,165602,0
569,165603,0
570,165604,0
571,165605,0
572,165606,0
573,165607,0
574,165608,0
575,165609,0
576,165610,0
577,165611,0
578,165612,0
579,165613,0
580,165614,0
581,165615,0
582,165616,0
583,165617,0
584,165618,0
585,165619,0
586,165620,0
587,165621,0
588,165622,0
589,165623,0
590,165624,0
591,165625,0
592,165626,0
593,165627,0
594,165628,0
595,165629,0
596,165630,0
597,165631,0
598,165632,0
599,165633,0
600,165634,0
601,165635,0
602,165636,0
603,165637,1
604,165638,0
605,165639,0
606,165640,0
607,165641,0
608,165642,0
609,165643,0
610,165644,0
611,165645,0
612,165646,0
613,165647,0
614,165648,0
615,165649,0
616,165650,0
617,165651,0
618,165652,0
619,165653,0
620,165654,0
621,165655,0
622,165656,0
623,165657,0
624,165658,0
625,165659,1
626,165660,0
627,165661,0
628,165662,0
629,165663,0
630,165664,0
631,165665,0
632,165666,0
633,165667,0
634,165668,0
635,165669,0
636,165670,0
637,165671,0
638,165672,0
639,165673,0
640,165674,0
641,165675,0
642,165676,0
643,165677,0
644,165678,1
645,165679,0
646,165680,0
647,165681,0
648,165682,0
649,165683,0
650,165684,0
651,165685,0
652,165686,0
653,165687,0
654,165688,0
655,165689,0
656,165690,1
657,165691,0
658,165692,1
659,165693,0
660,165694,0
661,165695,0
662,165696,0
663,165697,0
664,165698,0
665,165699,0
666,165700,0
667,165701,0
668,165702,0
669,165703,0
670,165704,0
671,165705,0
672,165706,0
673,165707,0
674,165708,0
675,165709,0
676,165710,0
677,165711,0
678,165712,0
679,165713,0
680,165714,0
681,165715,0
682,165716,0
683,165717,0
684,165718,0
685,165719,0
686,165720,0
687,165721,0
688,165722,0
689,165723,0
690,165724,0
691,165725,0
692,165726,1
693,165727,0
694,165728,0
695,165729,1
696,165730,0
697,165731,0
698,165732,0
699,165733,0
700,165734,1
701,165735,0
702,165736,0
703,165737,0
704,165738,0
705,165739,0
706,165740,0
707,165741,0
708,165742,0
709,165743,0
710,165744,0
711,165745,0
712,165746,0
713,165747,0
714,165748,0
715,165749,0
716,165750,0
717,165751,0
718,165752,0
719,165753,0
720,165754,0
721,165755,0
722,165756,0
723,165757,0
724,165758,0
725,165759,1
726,165760,0
727,165761,1
728,165762,0
729,165763,0
730,165764,0
731,165765,0
732,165766,0
733,165767,0
734,165768,0
735,165769,0
736,165770,0
737,165771,0
738,165772,0
739,165773,0
740,165774,0
741,165775,0
742,165776,0
743,165777,0
744,165778,0
745,165779,0
746,165780,0
747,165781,0
748,165782,0
749,165783,0
750,165784,0
751,165785,0
752,165786,0
753,165787,0
754,165788,0
755,165789,0
756,165790,0
757,165791,0
758,165792,0
759,165793,0
760,165794,0
761,165795,0
762,165796,0
763,165797,0
764,165798,1
765,165799,0
766,165800,0
767,165801,0
768,165802,0
769,165803,0
770,165804,0
771,165805,0
772,165806,0
773,165807,0
774,165808,0
775,165809,0
776,165810,0
777,165811,0
778,165812,0
779,165813,0
780,165814,0
781,165815,0
782,165816,0
783,165817,0
784,165818,0
785,165819,0
786,165820,0
787,165821,0
788,165822,0
789,165823,0
790,165824,0
791,165825,0
792,165826,0
793,165827,0
794,165828,0
795,165829,0
796,165830,0
797,165831,0
798,165832,0
799,165833,0
800,165834,0
801,165835,0
802,165836,0
803,165837,0
804,165838,0
805,165839,0
806,165840,0
807,165841,0
808,165842,0
809,165843,0
810,165844,0
811,165845,0
812,165846,0
813,165847,0
814,165848,0
815,165849,0
816,165850,0
817,165851,0
818,165852,0
819,165853,0
820,165854,0
821,165855,0
822,165856,0
823,165857,0
824,165858,0
825,165859,0
826,165860,0
827,165861,0
828,165862,0
829,165863,0
830,165864,0
831,165865,0
832,165866,0
833,165867,0
834,165868,0
835,165869,0
836,165870,0
837,165871,0
838,165872,0
839,165873,0
840,165874,0
841,165875,0
842,165876,0
843,165877,1
844,165878,0
845,165879,0
846,165880,0
847,165881,0
848,165882,0
849,165883,0
850,165884,0
851,165885,0
852,165886,0
853,165887,0
854,165888,0
855,165889,0
856,165890,0
857,165891,0
858,165892,0
859,165893,0
860,165894,0
861,165895,0
862,165896,0
863,165897,0
864,165898,0
865,165899,0
866,165900,0
867,165901,0
868,165902,0
869,165903,0
870,165904,0
871,165905,0
872,165906,0
873,165907,0
874,165908,1
875,165909,0
876,165910,0
877,165911,0
878,165912,0
879,165913,0
880,165914,0
881,165915,0
882,165916,0
883,165917,0
884,165918,0
885,165919,0
886,165920,0
887,165921,0
888,165922,0
889,165923,0
890,165924,0
891,165925,0
892,165926,0
893,165927,0
894,165928,0
895,165929,0
896,165930,0
897,165931,0
898,165932,0
899,165933,0
900,165934,0
901,165935,0
902,165936,0
903,165937,0
904,165938,0
905,165939,0
906,165940,0
907,165941,0
908,165942,0
909,165943,0
910,165944,1
911,165945,0
912,165946,0
913,165947,0
914,165948,0
915,165949,0
916,165950,0
917,165951,0
918,165952,0
919,165953,0
920,165954,0
921,165955,0
922,165956,0
923,165957,0
924,165958,0
925,165959,0
926,165960,0
927,165961,0
928,165962,0
929,165963,0
930,165964,0
931,165965,0
932,165966,0
933,165967,0
934,165968,0
935,165969,0
936,165970,0
937,165971,0
938,165972,0
939,165973,0
940,165974,0
941,165975,0
942,165976,0
943,165977,0
944,165978,0
945,165979,0
946,165980,0
947,165981,0
948,165982,0
949,165983,0
950,165984,0
951,165985,0
952,165986,0
953,165987,0
954,165988,0
955,165989,0
956,165990,0
957,165991,0
958,165992,0
959,165993,0
960,165994,0
961,165995,1
962,165996,0
963,165997,0
964,165998,0
965,165999,0
966,166000,0
967,166001,0
968,166002,0
969,166003,0
970,166004,0
971,166005,0
972,166006,0
973,166007,0
974,166008,0
975,166009,1
976,166010,1
977,166011,0
978,166012,0
979,166013,0
980,166014,0
981,166015,0
982,166016,0
983,166017,0
984,166018,0
985,166019,0
986,166020,0
987,166021,0
988,166022,0
989,166023,0
990,166024,0
991,166025,0
992,166026,0
993,166027,0
994,166028,1
995,166029,0
996,166030,0
997,166031,0
998,166032,0
999,166033,0
1000,166034,0
1001,166035,1
1002,166036,0
1003,166037,0
1004,166038,0
1005,166039,0
1006,166040,0
1007,166041,0
1008,166042,0
1009,166043,0
1010,166044,0
1011,166045,0
1012,166046,0
1013,166047,0
1014,166048,0
1015,166049,0
1016,166050,0
1017,166051,0
1018,166052,0
1019,166053,0
1020,166054,0
1021,166055,0
1022,166056,0
1023,166057,0
1024,166058,0
1025,166059,0
1026,166060,0
1027,166061,0
1028,166062,0
1029,166063,0
1030,166064,0
1031,166065,0
1032,166066,0
1033,166067,0
1034,166068,0
1035,166069,0
1036,166070,0
1037,166071,0
1038,166072,0
1039,166073,0
1040,166074,0
1041,166075,1
1042,166076,1
1043,166077,0
1044,166078,0
1045,166079,0
1046,166080,0
1047,166081,0
1048,166082,0
1049,166083,0
1050,166084,0
1051,166085,0
1052,166086,0
1053,166087,0
1054,166088,0
1055,166089,0
1056,166090,0
1057,166091,0
1058,166092,0
1059,166093,1
1060,166094,0
1061,166095,0
1062,166096,1
1063,166097,0
1064,166098,0
1065,166099,0
1066,166100,0
1067,166101,0
1068,166102,0
1069,166103,0
1070,166104,0
1071,166105,0
1072,166106,0
1073,166107,0
1074,166108,0
1075,166109,0
1076,166110,0
1077,166111,0
1078,166112,0
1079,166113,0
1080,166114,0
1081,166115,0
1082,166116,0
1083,166117,0
1084,166118,0
1085,166119,0
1086,166120,0
1087,166121,0
1088,166122,0
1089,166123,0
1090,166124,0
1091,166125,0
1092,166126,0
1093,166127,0
1094,166128,0
1095,166129,0
1096,166130,0
1097,166131,0
1098,166132,1
1099,166133,0
1100,166134,0
1101,166135,0
1102,166136,0
1103,166137,0
1104,166138,0
1105,166139,0
1106,166140,0
1107,166141,0
1108,166142,0
1109,166143,0
1110,166144,0
1111,166145,0
1112,166146,0
1113,166147,0
1114,166148,0
1115,166149,0
1116,166150,0
1117,166151,0
1118,166152,0
1119,166153,0
1120,166154,0
1121,166155,0
1122,166156,0
1123,166157,0
1124,166158,0
1125,166159,1
1126,166160,0
1127,166161,0
1128,166162,0
1129,166163,0
1130,166164,0
1131,166165,0
1132,166166,0
1133,166167,0
1134,166168,0
1135,166169,0
1136,166170,0
1137,166171,0
1138,166172,0
1139,166173,0
1140,166174,0
1141,166175,0
1142,166176,0
1143,166177,0
1144,166178,0
1145,166179,0
1146,166180,0
1147,166181,0
1148,166182,0
1149,166183,0
1150,166184,0
1151,166185,0
1152,166186,1
1153,166187,0
1154,166188,0
1155,166189,0
1156,166190,0
1157,166191,0
1158,166192,0
1159,166193,0
1160,166194,0
1161,166195,0
1162,166196,1
1163,166197,0
1164,166198,0
1165,166199,0
1166,166200,0
1167,166201,1
1168,166202,0
1169,166203,0
1170,166204,0
1171,166205,0
1172,166206,0
1173,166207,0
1174,166208,1
1175,166209,0
1176,166210,0
1177,166211,0
1178,166212,0
1179,166213,0
1180,166214,0
1181,166215,0
1182,166216,0
1183,166217,0
1184,166218,0
1185,166219,0
1186,166220,0
1187,166221,0
1188,166222,0
1189,166223,0
1190,166224,0
1191,166225,1
1192,166226,0
1193,166227,0
1194,166228,0
1195,166229,0
1196,166230,0
1197,166231,0
1198,166232,0
1199,166233,0
1200,166234,0
1201,166235,0
1202,166236,0
1203,166237,0
1204,166238,0
1205,166239,0
1206,166240,0
1207,166241,0
1208,166242,0
1209,166243,0
1210,166244,0
1211,166245,0
1212,166246,0
1213,166247,1
1214,166248,0
1215,166249,0
1216,166250,0
1217,166251,0
1218,166252,0
1219,166253,0
1220,166254,0
1221,166255,0
1222,166256,0
1223,166257,1
1224,166258,0
1225,166259,0
1226,166260,0
1227,166261,0
1228,166262,0
1229,166263,1
1230,166264,0
1231,166265,0
1232,166266,0
1233,166267,0
1234,166268,0
1235,166269,0
1236,166270,0
1237,166271,0
1238,166272,0
1239,166273,0
1240,166274,0
1241,166275,0
1242,166276,0
1243,166277,1
1244,166278,0
1245,166279,0
1246,166280,0
1247,166281,0
1248,166282,0
1249,166283,0
1250,166284,0
1251,166285,0
1252,166286,0
1253,166287,0
1254,166288,0
1255,166289,0
1256,166290,1
1257,166291,0
1258,166292,0
1259,166293,0
1260,166294,0
1261,166295,0
1262,166296,0
1263,166297,0
1264,166298,0
1265,166299,0
1266,166300,1
1267,166301,0
1268,166302,0
1269,166303,0
1270,166304,0
1271,166305,0
1272,166306,0
1273,166307,0
1274,166308,0
1275,166309,0
1276,166310,0
1277,166311,0
1278,166312,0
1279,166313,0
1280,166314,0
1281,166315,0
1282,166316,0
1283,166317,0
1284,166318,0
1285,166319,0
1286,166320,0
1287,166321,0
1288,166322,0
1289,166323,0
1290,166324,0
1291,166325,0
1292,166326,0
1293,166327,0
1294,166328,0
1295,166329,0
1296,166330,0
1297,166331,0
1298,166332,0
1299,166333,1
1300,166334,0
1301,166335,0
1302,166336,0
1303,166337,0
1304,166338,0
1305,166339,0
1306,166340,0
1307,166341,0
1308,166342,0
1309,166343,0
1310,166344,0
1311,166345,0
1312,166346,0
1313,166347,0
1314,166348,1
1315,166349,0
1316,166350,0
1317,166351,0
1318,166352,0
1319,166353,0
1320,166354,0
1321,166355,0
1322,166356,0
1323,166357,0
1324,166358,0
1325,166359,0
1326,166360,0
1327,166361,0
1328,166362,0
1329,166363,0
1330,166364,0
1331,166365,0
1332,166366,0
1333,166367,0
1334,166368,0
1335,166369,0
1336,166370,0
1337,166371,0
1338,166372,0
1339,166373,0
1340,166374,0
1341,166375,0
1342,166376,1
1343,166377,0
1344,166378,0
1345,166379,0
1346,166380,1
1347,166381,0
1348,166382,0
1349,166383,0
1350,166384,0
1351,166385,0
1352,166386,0
1353,166387,0
1354,166388,0
1355,166389,0
1356,166390,0
1357,166391,0
1358,166392,0
1359,166393,0
1360,166394,0
1361,166395,0
1362,166396,0
1363,166397,0
1364,166398,0
1365,166399,0
1366,166400,0
1367,166401,0
1368,166402,0
1369,166403,0
1370,166404,0
1371,166405,0
1372,166406,0
1373,166407,0
1374,166408,0
1375,166409,0
1376,166410,0
1377,166411,0
1378,166412,0
1379,166413,0
1380,166414,0
1381,166415,0
1382,166416,0
1383,166417,0
1384,166418,0
1385,166419,0
1386,166420,0
1387,166421,0
1388,166422,0
1389,166423,0
1390,166424,0
1391,166425,0
1392,166426,0
1393,166427,0
1394,166428,0
1395,166429,0
1396,166430,0
1397,166431,0
1398,166432,0
1399,166433,0
1400,166434,0
1401,166435,0
1402,166436,0
1403,166437,1
1404,166438,0
1405,166439,0
1406,166440,0
1407,166441,0
1408,166442,0
1409,166443,0
1410,166444,0
1411,166445,0
1412,166446,0
1413,166447,0
1414,166448,0
1415,166449,0
1416,166450,1
1417,166451,0
1418,166452,0
1419,166453,0
1420,166454,0
1421,166455,0
1422,166456,0
1423,166457,0
1424,166458,0
1425,166459,0
1426,166460,1
1427,166461,1
1428,166462,0
1429,166463,0
1430,166464,0
1431,166465,0
1432,166466,0
1433,166467,0
1434,166468,0
1435,166469,0
1436,166470,0
1437,166471,0
1438,166472,0
1439,166473,0
1440,166474,0
1441,166475,0
1442,166476,0
1443,166477,0
1444,166478,0
1445,166479,0
1446,166480,0
1447,166481,0
1448,166482,0
1449,166483,0
1450,166484,0
1451,166485,0
1452,166486,0
1453,166487,0
1454,166488,0
1455,166489,0
1456,166490,0
1457,166491,0
1458,166492,0
1459,166493,0
1460,166494,0
1461,166495,0
1462,166496,0
1463,166497,0
1464,166498,0
1465,166499,0
1466,166500,0
1467,166501,0
1468,166502,0
1469,166503,0
1470,166504,1
1471,166505,0
1472,166506,0
1473,166507,0
1474,166508,0
1475,166509,1
1476,166510,0
1477,166511,0
1478,166512,0
1479,166513,0
1480,166514,0
1481,166515,0
1482,166516,0
1483,166517,0
1484,166518,0
1485,166519,0
1486,166520,0
1487,166521,0
1488,166522,0
1489,166523,0
1490,166524,0
1491,166525,0
1492,166526,0
1493,166527,0
1494,166528,0
1495,166529,0
1496,166530,0
1497,166531,0
1498,166532,0
1499,166533,0
1500,166534,0
1501,166535,0
1502,166536,0
1503,166537,0
1504,166538,0
1505,166539,0
1506,166540,0
1507,166541,0
1508,166542,0
1509,166543,0
1510,166544,0
1511,166545,0
1512,166546,0
1513,166547,0
1514,166548,0
1515,166549,0
1516,166550,0
1517,166551,0
1518,166552,0
1519,166553,0
1520,166554,0
1521,166555,0
1522,166556,0
1523,166557,0
1524,166558,1
1525,166559,0
1526,166560,0
1527,166561,0
1528,166562,0
1529,166563,0
1530,166564,0
1531,166565,0
1532,166566,0
1533,166567,0
1534,166568,0
1535,166569,0
1536,166570,0
1537,166571,0
1538,166572,0
1539,166573,0
1540,166574,1
1541,166575,0
1542,166576,0
1543,166577,0
1544,166578,0
1545,166579,0
1546,166580,0
1547,166581,0
1548,166582,0
1549,166583,0
1550,166584,0
1551,166585,0
1552,166586,0
1553,166587,0
1554,166588,0
1555,166589,0
1556,166590,0
1557,166591,0
1558,166592,0
1559,166593,0
1560,166594,0
1561,166595,0
1562,166596,0
1563,166597,0
1564,166598,0
1565,166599,0
1566,166600,0
1567,166601,0
1568,166602,0
1569,166603,0
1570,166604,0
1571,166605,0
1572,166606,0
1573,166607,0
1574,166608,0
1575,166609,0
1576,166610,0
1577,166611,0
1578,166612,0
1579,166613,0
1580,166614,0
1581,166615,0
1582,166616,0
1583,166617,0
1584,166618,0
1585,166619,0
1586,166620,0
1587,166621,0
1588,166622,0
1589,166623,0
1590,166624,0
1591,166625,0
1592,166626,0
1593,166627,0
1594,166628,0
1595,166629,0
1596,166630,0
1597,166631,0
1598,166632,0
1599,166633,0
1600,166634,0
1601,166635,0
1602,166636,0
1603,166637,0
1604,166638,1
1605,166639,0
1606,166640,0
1607,166641,0
1608,166642,1
1609,166643,0
1610,166644,0
1611,166645,0
1612,166646,0
1613,166647,0
1614,166648,0
1615,166649,0
1616,166650,0
1617,166651,0
1618,166652,0
1619,166653,0
1620,166654,0
1621,166655,0
1622,166656,0
1623,166657,0
1624,166658,0
1625,166659,0
1626,166660,0
1627,166661,0
1628,166662,0
1629,166663,0
1630,166664,0
1631,166665,0
1632,166666,0
1633,166667,0
1634,166668,0
1635,166669,0
1636,166670,0
1637,166671,0
1638,166672,0
1639,166673,0
1640,166674,0
1641,166675,0
1642,166676,0
1643,166677,0
1644,166678,0
1645,166679,0
1646,166680,0
1647,166681,1
1648,166682,0
1649,166683,0
1650,166684,0
1651,166685,0
1652,166686,0
1653,166687,1
1654,166688,0
1655,166689,0
1656,166690,0
1657,166691,0
1658,166692,0
1659,166693,1
1660,166694,0
1661,166695,0
1662,166696,0
1663,166697,0
1664,166698,0
1665,166699,0
1666,166700,0
1667,166701,0
1668,166702,0
1669,166703,0
1670,166704,0
1671,166705,0
1672,166706,0
1673,166707,0
1674,166708,0
1675,166709,1
1676,166710,0
1677,166711,0
1678,166712,1
1679,166713,0
1680,166714,0
1681,166715,0
1682,166716,0
1683,166717,0
1684,166718,0
1685,166719,0
1686,166720,0
1687,166721,0
1688,166722,0
1689,166723,0
1690,166724,0
1691,166725,0
1692,166726,0
1693,166727,0
1694,166728,0
1695,166729,0
1696,166730,0
1697,166731,0
1698,166732,0
1699,166733,0
1700,166734,0
1701,166735,0
1702,166736,0
1703,166737,0
1704,166738,0
1705,166739,0
1706,166740,0
1707,166741,0
1708,166742,0
1709,166743,0
1710,166744,0
1711,166745,0
1712,166746,0
1713,166747,0
1714,166748,0
1715,166749,0
1716,166750,0
1717,166751,0
1718,166752,0
1719,166753,1
1720,166754,0
1721,166755,0
1722,166756,0
1723,166757,0
1724,166758,0
1725,166759,0
1726,166760,0
1727,166761,0
1728,166762,0
1729,166763,0
1730,166764,0
1731,166765,0
1732,166766,0
1733,166767,0
1734,166768,0
1735,166769,0
1736,166770,0
1737,166771,0
1738,166772,0
1739,166773,0
1740,166774,0
1741,166775,0
1742,166776,0
1743,166777,0
1744,166778,0
1745,166779,0
1746,166780,1
1747,166781,0
1748,166782,0
1749,166783,0
1750,166784,0
1751,166785,0
1752,166786,1
1753,166787,0
1754,166788,0
1755,166789,0
1756,166790,0
1757,166791,0
1758,166792,0
1759,166793,0
1760,166794,0
1761,166795,0
1762,166796,0
1763,166797,0
1764,166798,0
1765,166799,0
1766,166800,1
1767,166801,0
1768,166802,0
1769,166803,0
1770,166804,0
1771,166805,1
1772,166806,0
1773,166807,0
1774,166808,0
1775,166809,0
1776,166810,0
1777,166811,1
1778,166812,0
1779,166813,0
1780,166814,0
1781,166815,1
1782,166816,0
1783,166817,0
1784,166818,0
1785,166819,0
1786,166820,0
1787,166821,0
1788,166822,0
1789,166823,0
1790,166824,0
1791,166825,0
1792,166826,0
1793,166827,0
1794,166828,0
1795,166829,0
1796,166830,0
1797,166831,0
1798,166832,0
1799,166833,0
1800,166834,0
1801,166835,0
1802,166836,0
1803,166837,0
1804,166838,0
1805,166839,0
1806,166840,1
1807,166841,0
1808,166842,1
1809,166843,0
1810,166844,0
1811,166845,0
1812,166846,0
1813,166847,0
1814,166848,0
1815,166849,1
1816,166850,0
1817,166851,0
1818,166852,0
1819,166853,0
1820,166854,0
1821,166855,0
1822,166856,0
1823,166857,1
1824,166858,0
1825,166859,0
1826,166860,1
1827,166861,0
1828,166862,0
1829,166863,0
1830,166864,0
1831,166865,0
1832,166866,0
1833,166867,0
1834,166868,0
1835,166869,0
1836,166870,0
1837,166871,0
1838,166872,0
1839,166873,0
1840,166874,0
1841,166875,0
1842,166876,0
1843,166877,0
1844,166878,0
1845,166879,0
1846,166880,0
1847,166881,0
1848,166882,0
1849,166883,0
1850,166884,0
1851,166885,0
1852,166886,1
1853,166887,0
1854,166888,0
1855,166889,0
1856,166890,0
1857,166891,0
1858,166892,1
1859,166893,0
1860,166894,0
1861,166895,0
1862,166896,0
1863,166897,0
1864,166898,0
1865,166899,0
1866,166900,0
1867,166901,0
1868,166902,0
1869,166903,0
1870,166904,0
1871,166905,0
1872,166906,1
