,Hardness,allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average
21,5.8,222.0,17.34639975,10.571428571428571,4.761904761904762,21.345322309523805,11.434719047619048,2.7509523809523806,1.7014285714285715,0.8695238095238096,0.5203414285714286,0.8260190357142857
22,5.8,232.0,29.12639975,11.047619047619047,4.761904761904762,22.76056459523809,11.560509523809525,2.8033333333333337,1.6766666666666667,0.8266666666666668,0.5161538095238095,1.386971416666667
23,5.8,298.0,27.56039975,14.190476190476188,4.761904761904762,30.87275088095239,11.38000476190476,2.7623809523809517,1.711904761904762,0.8790476190476191,0.5122385714285714,1.3123999880952382
24,5.8,296.0,26.55439975,14.095238095238097,4.761904761904762,30.757462309523806,11.383642857142856,2.7604761904761905,1.7128571428571429,0.8885714285714286,0.5118957142857143,1.2644952261904758
25,5.8,260.0,23.18439975,12.38095238095238,4.761904761904762,25.995592785714283,11.444633333333336,2.7719047619047616,1.7023809523809523,0.8714285714285714,0.5145928571428572,1.1040190357142856
26,5.8,362.0,37.68639975,17.238095238095234,4.761904761904762,39.6271985,11.453147619047618,2.77952380952381,1.7147619047619052,0.8847619047619049,0.5097547619047619,1.7945904642857142
27,5.8,235.0,22.52139975,11.190476190476188,4.714285714285714,22.719772857142853,11.525985714285715,2.7614285714285707,1.710952380952381,0.8695238095238096,0.5195676190476191,1.0724476071428573
28,5.8,245.0,34.30139975,11.666666666666664,4.714285714285714,24.135015142857142,11.65177619047619,2.813809523809524,1.6861904761904758,0.8266666666666668,0.5153800000000001,1.633399988095238
29,5.8,311.0,32.73539975,14.809523809523812,4.714285714285714,32.24720142857142,11.471271428571427,2.772857142857143,1.7214285714285713,0.8790476190476191,0.5114647619047619,1.5588285595238094
30,5.8,309.0,31.72939975,14.714285714285715,4.714285714285714,32.13191285714286,11.474909523809526,2.770952380952381,1.7223809523809526,0.8885714285714286,0.5111219047619048,1.5109237976190475
31,5.8,273.0,28.35939975,13.0,4.714285714285714,27.37004333333333,11.5359,2.7823809523809517,1.711904761904762,0.8714285714285714,0.5138190476190476,1.350447607142857
32,5.8,375.0,42.86139975,17.857142857142858,4.714285714285714,41.00164904761904,11.544414285714286,2.79,1.7242857142857144,0.8847619047619049,0.5089809523809524,2.0410190357142857
33,3.5,84.0,12.421,42.0,5.0,98.3407975,9.1985,2.03,1.955,1.2999999999999998,0.429675,6.2105
34,6.8,242.0,36.025984,12.1,4.8,24.88692185,11.177555000000002,2.7845,1.7169999999999999,0.8649999999999999,0.4927989999999999,1.8012991999999999
35,3.0,134.0,17.59,67.0,5.0,167.39999999999995,8.21315,1.95,2.04,1.41,0.401635,8.795
36,1.5,180.0,7.419487500000002,5.0,3.333333333333333,9.559684638888891,13.093730555555556,2.6944444444444446,1.3355555555555556,0.5244444444444445,0.7450291666666667,0.206096875
37,3.8,208.0,12.9781505,8.0,4.307692307692308,15.930552903846152,12.125457692307695,2.7757692307692308,1.5288461538461535,0.7184615384615385,0.6108584615384616,0.4991596346153846
38,1.8,15300.0,643.0938035,9.592476489028213,5.989968652037617,19.195928493416925,12.958927711598749,3.2646896551724134,1.5756990595611284,0.7201003134796239,0.5004048777429466,0.4031936072100314
39,5.8,72.0,5.439908,9.0,5.0,18.485977957625,11.719925,2.815,1.62625,0.84875,0.4840125000000001,0.6799885
40,5.8,72.0,5.43974375,8.0,4.4444444444444455,16.210698944222223,11.5059,2.6866666666666665,1.5733333333333333,0.7944444444444445,0.5433911111111112,0.6044159722222222
41,5.8,80.0,5.8769079999999985,10.0,5.0,20.492449117625004,11.68835,2.80875,1.6825,0.88625,0.489795,0.7346134999999999
42,5.8,80.0,5.876743749999998,8.888888888888891,4.4444444444444455,17.994228864222222,11.477833333333333,2.6811111111111106,1.6233333333333333,0.8277777777777778,0.5485311111111112,0.6529715277777777
43,5.5,110.0,8.3394915,8.461538461538463,4.307692307692308,16.934476752307695,11.534753846153846,2.6784615384615384,1.626923076923077,0.7876923076923077,0.5724323076923077,0.6414993461538461
44,5.8,38.0,4.542664,12.666666666666664,4.666666666666667,26.621686666666665,11.354766666666668,2.806666666666666,1.7166666666666668,0.92,0.4865066666666666,1.5142213333333334
45,7.5,80.0,7.734660000000001,10.0,5.0,20.255278375,11.026725,2.79,1.6725,0.8525,0.495275,0.9668325000000001
46,6.3,268.0,22.289312,10.307692307692307,4.9230769230769225,20.78526403,11.071453846153846,2.7423076923076923,1.727692307692308,0.8846153846153846,0.4967557692307693,0.8572812307692309
47,3.3,378.0,53.923,34.36363636363637,5.090909090909091,79.33656363636364,9.361645454545457,2.305454545454545,1.919090909090909,1.2045454545454546,0.4619963636363637,4.9020909090909095
48,6.8,250.0,27.403984,12.5,4.7,25.408218,11.100835,2.682,1.7775000000000003,0.9399999999999998,0.4961945,1.3701991999999998
49,2.8,130.0,13.355328,21.66666666666667,5.666666666666668,50.54252,12.041516666666665,3.023333333333333,1.65,0.8416666666666668,0.4824666666666666,2.2258880000000003
50,3.5,68.0,3.555328,11.333333333333336,5.333333333333333,22.68885333333333,11.824266666666665,2.89,1.6983333333333337,0.89,0.49968,0.5925546666666667
51,3.8,106.0,12.831992,10.6,4.8,21.593638000000002,11.82448,2.8569999999999998,1.6869999999999998,0.8320000000000001,0.496379,1.2831992
52,3.8,92.0,6.697992,9.2,4.8,18.439538,11.79886,2.805,1.656,0.8480000000000001,0.4991960000000001,0.6697991999999999
53,3.8,105.0,12.397992,10.5,4.8,21.5029424,11.777640000000002,2.8289999999999997,1.6880000000000002,0.8370000000000001,0.495329,1.2397992
54,6.3,138.0,11.618656,10.615384615384617,4.9230769230769225,21.40010130769231,11.025615384615383,2.7338461538461543,1.7192307692307691,0.8938461538461541,0.4969053846153847,0.8937427692307693
55,6.0,130.0,10.670656,10.0,4.9230769230769225,20.17042675230769,11.117292307692306,2.7507692307692304,1.7361538461538462,0.8753846153846153,0.4966061538461538,0.8208196923076924
56,6.0,138.0,10.561656,10.615384615384617,4.9230769230769225,21.4095445,11.055876923076923,2.7423076923076923,1.7730769230769232,0.9061538461538462,0.4971815384615385,0.8124350769230769
57,5.8,390.0,30.8521355,9.51219512195122,4.682926829268292,19.043717073170733,11.530931707317073,2.715365853658536,1.6485365853658531,0.8517073170731708,0.5226504878048781,0.7524911097560976
58,5.0,250.0,14.36739975,11.363636363636365,4.727272727272728,22.832114363363644,11.484536363636366,2.6586363636363632,1.7186363636363635,0.9368181818181818,0.5200168181818182,0.653063625
59,5.0,250.0,14.367564000000002,11.904761904761903,4.9523809523809526,24.014192816999998,11.565052380952382,2.706190476190476,1.7457142857142856,0.9642857142857144,0.4962833333333334,0.6841697142857144
60,5.0,258.0,14.368979,12.285714285714285,4.9523809523809526,24.797411714000006,11.352900000000002,2.667142857142857,1.7590476190476192,0.9833333333333332,0.4965590476190476,0.6842370952380953
61,4.8,1894.0,25.982135500000005,8.417777777777777,5.795555555555557,16.839527347391115,13.265820444444447,3.3216,1.5561777777777777,0.6803555555555555,0.5041424444444444,0.1154761577777778
62,3.5,50.0,3.253996,10.0,4.8,20.016938,11.645560000000001,2.7739999999999996,1.714,0.882,0.499726,0.6507991999999999
64,2.3,110.0,23.0,36.66666666666666,2.6666666666666665,82.59846666666667,8.504133333333334,2.1466666666666665,2.0066666666666664,1.2533333333333334,0.4568033333333333,7.666666666666668
65,1.5,90.0,11.463996000000002,18.0,5.6,39.568056,12.0863,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.476196,2.2927992
66,5.8,75.0,15.604000000000001,25.0,4.333333333333333,54.27519833333333,9.350333333333333,2.14,1.8966666666666667,1.16,0.46833,5.201333333333333
67,3.3,102.0,17.92724225,11.333333333333336,3.333333333333333,23.728734444444445,12.22998888888889,2.6533333333333338,1.5033333333333334,0.7022222222222223,0.6520722222222223,1.9919158055555557
68,4.8,100.0,7.607575249999999,7.6923076923076925,4.307692307692308,15.381043769076927,12.198476923076925,2.7761538461538464,1.4938461538461538,0.6930769230769231,0.6095692307692308,0.5851980961538461
69,6.0,116.0,7.767992,11.6,4.8,23.231818,11.023840000000002,2.6439999999999997,1.794,0.96,0.499514,0.7767991999999999
70,6.0,100.0,8.147992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,0.8147992000000001
71,6.0,128.0,20.415992000000006,12.8,4.8,26.385218,11.381680000000001,2.81,1.7400000000000002,0.86,0.49282,2.0415992000000003
72,6.0,120.0,13.747992000000002,12.0,4.8,24.789618,11.16682,2.752,1.754,0.9079999999999999,0.491604,1.3747992
73,6.0,102.0,10.065992,10.2,5.0,20.6125257,10.99836,2.766,1.7,0.86,0.49606999999999996,1.0065992
74,6.0,114.0,8.505991999999999,11.4,4.6,23.011325699999997,10.59066,2.5860000000000003,1.7420000000000002,0.98,0.49618,0.8505991999999999
75,6.0,98.0,8.885992,9.8,4.6,19.8565257,10.897260000000001,2.648,1.626,0.912,0.49512,0.8885992
76,6.0,126.0,21.153992,12.6,4.6,26.1647257,10.9485,2.752,1.6880000000000002,0.8800000000000001,0.489486,2.1153992
77,6.0,118.0,14.485992000000001,11.8,4.6,24.5691257,10.73364,2.694,1.7020000000000004,0.928,0.48827,1.4485992
78,6.0,100.0,10.803992,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.49273599999999995,1.0803992
79,2.3,10116.0,502.5757075,9.543396226415094,5.781132075471697,19.37907723545283,12.976603113207547,3.1844339622641518,1.5771037735849056,0.7318301886792454,0.4976150849056602,0.4741280259433962
80,6.8,276.0,21.75939575,10.222222222222221,4.7407407407407405,20.530792481481484,11.21125925925926,2.707407407407408,1.7166666666666668,0.8762962962962964,0.5151674074074074,0.8059035462962962
81,6.8,291.0,39.42939575000001,10.777777777777779,4.7407407407407405,22.18190848148149,11.358014814814815,2.7685185185185186,1.6877777777777778,0.8262962962962962,0.5102818518518518,1.4603479907407408
82,6.8,294.0,40.73139575,10.888888888888891,4.7407407407407405,22.28268137037037,11.410059259259258,2.7996296296296297,1.6866666666666663,0.8207407407407408,0.5114485185185186,1.5085702129629632
83,3.8,165.0,30.2908235,11.0,4.066666666666666,22.977674666666665,12.12276,2.8480000000000003,1.5759999999999998,0.728,0.5568373333333334,2.0193882333333333
84,6.5,56.0,6.508664,18.666666666666668,4.666666666666667,41.074020000000004,11.290033333333335,2.736666666666667,1.7566666666666666,0.9733333333333332,0.4795066666666667,2.169554666666667
85,3.3,104.0,5.5053279999999996,17.333333333333332,5.333333333333333,38.89702,11.674016666666667,2.8716666666666666,1.76,0.9433333333333334,0.4844733333333333,0.9175546666666669
86,6.3,192.0,15.041988,13.714285714285715,5.0,29.531233571428572,11.361271428571428,2.7921428571428573,1.7692857142857144,0.9085714285714284,0.4902064285714286,1.0744277142857144
87,6.0,118.0,12.064155499999998,6.941176470588236,4.235294117647058,14.013157788235292,11.96199411764706,2.6729411764705877,1.5411764705882354,0.7435294117647059,0.5445141176470588,0.7096562058823528
88,7.8,266.0,24.945976,9.172413793103447,4.965517241379311,18.534005734482754,11.516403448275865,2.8017241379310347,1.6631034482758622,0.8210344827586207,0.4926337931034482,0.8602060689655173
89,5.8,107.0,11.624328000000002,10.7,4.7,21.989312037199998,11.0881,2.502,1.7080000000000002,0.951,0.485951,1.1624328000000002
90,2.8,208.0,15.787151499999998,9.454545454545457,4.363636363636363,18.965812659090904,11.287918181818185,2.6245454545454545,1.66,0.8718181818181818,0.5422213636363638,0.7175977954545454
91,2.8,208.0,15.78748,10.4,4.8,21.0615472413,11.437339999999999,2.721,1.711,0.9229999999999998,0.4946015000000001,0.7893739999999999
92,2.8,250.0,34.1891515,11.363636363636365,4.363636363636363,23.26685811363636,11.322854545454545,2.6954545454545453,1.7022727272727274,0.8500000000000001,0.53838,1.554052340909091
93,2.8,250.0,34.189479999999996,12.5,4.8,25.7926972413,11.475769999999999,2.799,1.7574999999999998,0.899,0.490376,1.7094740000000002
94,2.0,214.0,25.494,42.8,5.6,102.82756,9.1302,2.3080000000000003,1.9080000000000001,1.224,0.45825,5.0988
95,6.3,74.0,14.883996000000002,14.8,4.4,31.574635600000004,11.14446,2.6839999999999997,1.732,0.9,0.48203599999999996,2.9767992000000003
96,6.3,76.0,15.751995999999998,15.2,4.4,31.937418,11.33182,2.7960000000000003,1.7280000000000002,0.8800000000000001,0.48623599999999995,3.1503992000000003
97,2.8,1196.0,51.8113715,9.492063492063492,5.809523809523809,18.996993083809517,12.815213492063494,3.1997619047619046,1.5802380952380954,0.7323809523809524,0.507239126984127,0.4112013611111111
98,3.8,30.0,2.70174775,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.495,0.71,0.6184925,0.6754369375
99,7.3,192.0,21.830311,8.0,4.666666666666667,16.332807916666667,11.292812499999998,2.75375,1.6725,0.8083333333333332,0.48742125,0.9095962916666666
100,2.3,198.0,11.446319,4.604651162790699,3.1627906976744184,8.868461594418605,12.719672093023254,2.6162790697674416,1.3967441860465115,0.5544186046511629,0.724406511627907,0.2661934651162791
101,3.0,235.0,60.67400000000001,23.5,3.1,50.1811,8.79744,2.165,1.9040000000000001,1.15,0.47432399999999997,6.067400000000001
102,2.8,790.0,105.514,39.5,5.3,93.78445,9.273855,2.279,1.9069999999999998,1.2145,0.457149,5.2757
103,2.8,210.0,33.001000000000005,35.0,4.666666666666667,81.44716666666666,9.138583333333333,2.248333333333333,1.906666666666667,1.1983333333333337,0.4613183333333333,5.500166666666668
105,6.3,74.0,14.883996000000002,14.8,4.4,31.574635600000004,11.14446,2.6839999999999997,1.732,0.9,0.48203599999999996,2.9767992000000003
106,6.3,52.0,4.663996,10.4,5.2,20.833018,11.431540000000002,2.8240000000000003,1.7520000000000002,0.8399999999999999,0.499404,0.9327992
107,5.8,60.0,12.902,20.0,4.666666666666667,40.93713333333333,9.4533,2.356666666666667,1.856666666666667,1.0833333333333333,0.4916733333333334,4.300666666666667
108,5.8,58.0,11.874,19.33333333333333,4.666666666666667,39.987666666666655,9.5408,2.33,1.88,1.106666666666667,0.4878333333333333,3.958
109,5.5,79.0,15.593,39.5,3.5,90.2267,8.12415,1.98,2.015,1.285,0.447985,7.7965
110,3.8,218.0,37.8538225,10.380952380952381,3.6190476190476186,21.537159047619053,12.33509523809524,2.751428571428572,1.497142857142857,0.6780952380952381,0.6322538095238096,1.802562976190476
111,2.5,82.0,10.507072,41.0,4.0,93.8846,9.695,2.445,1.98,1.265,0.436875,5.253536
112,5.8,38.0,4.542664,12.666666666666664,4.666666666666667,26.621686666666665,11.354766666666668,2.806666666666666,1.7166666666666668,0.92,0.4865066666666666,1.5142213333333334
113,2.5,30.0,1.7428314999999999,6.0,3.2,11.663548,12.41584,2.518,1.394,0.6639999999999999,0.695602,0.3485663
114,5.5,36.0,8.903332,18.0,4.0,37.346215,10.629000000000001,2.675,1.745,0.905,0.48855,4.451666
115,3.5,392.0,38.13422525,6.426229508196722,3.4754098360655736,12.712897967114756,13.08057704918033,2.7240983606557383,1.3819672131147542,0.5598360655737704,0.7148009836065575,0.6251512336065573
116,3.0,50.0,3.253996,10.0,4.8,20.016938,11.645560000000001,2.7739999999999996,1.714,0.882,0.499726,0.6507991999999999
117,2.8,696.0,82.3984745,18.315789473684212,4.631578947368421,42.455401842105275,12.16966052631579,2.8560526315789474,1.569473684210526,0.7610526315789474,0.5616068421052631,2.1683809078947367
118,1.5,194.0,27.10599,48.5,4.5,118.01899999999999,11.70255,2.53,1.99,1.16,0.43916499999999997,6.7764975000000005
119,5.5,501.0,40.4124595,9.277777777777779,4.537037037037037,18.765304184444442,10.975503703703703,2.6612962962962965,1.7083333333333333,0.878888888888889,0.5132401851851852,0.7483788796296297
120,5.5,537.0,41.0151235,9.589285714285714,4.660714285714286,19.38255867785714,11.037728571428573,2.6901785714285715,1.7051785714285717,0.8807142857142859,0.5127476785714286,0.7324129196428572
121,5.5,475.0,37.0104575,9.895833333333334,4.479166666666667,20.087605124166668,10.716316666666666,2.589375,1.7339583333333335,0.9191666666666668,0.5140581249999999,0.7710511979166667
122,5.5,459.0,37.007298999999996,9.18,4.3,18.5465357192,10.857620000000002,2.585,1.6994,0.8808000000000001,0.5340010000000001,0.7401459800000001
123,5.5,564.0,44.465459499999994,10.444444444444443,4.666666666666667,20.980445203703702,11.101775925925928,2.6703703703703705,1.7135185185185184,0.897037037037037,0.5159053703703704,0.8234344351851852
124,5.5,600.0,45.0681235,10.714285714285714,4.785714285714286,21.518587517857142,11.159491071428572,2.698928571428572,1.7101785714285715,0.8982142857142856,0.5153176785714286,0.8047879196428571
125,5.5,538.0,41.0634575,11.208333333333336,4.625,22.57963877083333,10.858372916666667,2.5995833333333334,1.7397916666666668,0.9395833333333332,0.5170564583333334,0.8554886979166666
126,5.5,522.0,41.060299,10.44,4.44,20.93888802,10.993994000000002,2.5948,1.705,0.9003999999999999,0.5368794,0.82120598
127,5.5,557.0,39.6494595,10.314814814814817,4.537037037037037,20.85344705555556,10.872007407407411,2.647037037037037,1.7705555555555554,0.9307407407407408,0.5142098148148149,0.73424925
128,5.5,593.0,40.2521235,10.589285714285714,4.660714285714286,21.39612501785714,10.937928571428573,2.6764285714285707,1.7651785714285717,0.9307142857142858,0.5136826785714286,0.718787919642857
129,5.5,531.0,36.2474575,11.0625,4.479166666666667,22.436765854166666,10.599883333333334,2.5733333333333337,1.803958333333333,0.9775,0.5151489583333333,0.7551553645833332
130,5.5,515.0,36.244299,10.3,4.3,20.80173002,10.745844000000002,2.5696000000000003,1.7666,0.9368,0.5350482,0.7248859799999999
131,10.0,6.0,1.7,6.0,4.0,12.0096,11.2603,2.55,1.7,0.75,0.49954,1.7
132,2.5,142.0,2.619982,6.173913043478262,3.1304347826086962,12.079502608695652,12.859960869565219,2.55,1.393478260869565,0.6121739130434782,0.753207391304348,0.1139122608695652
133,1.5,394.0,51.8644825,14.592592592592592,3.9259259259259265,33.41370037037037,11.867537037037033,2.7074074074074077,1.6244444444444444,0.817037037037037,0.5963311111111111,1.920906759259259
134,6.5,66.0,7.312664,22.0,5.333333333333333,50.23602,11.5267,2.9466666666666668,1.7366666666666666,0.8933333333333332,0.4737466666666667,2.4375546666666668
135,3.3,86.0,4.5453280000000005,14.333333333333336,5.333333333333333,30.61252,11.75455,2.8816666666666664,1.7283333333333335,0.9166666666666666,0.48878999999999995,0.7575546666666667
136,6.3,174.0,13.568655999999999,13.384615384615385,4.9230769230769225,28.880793615384608,10.956269230769232,2.7253846153846157,1.7476923076923077,0.9184615384615386,0.4898869230769231,1.0437427692307693
137,2.5,64.0,10.502995,32.0,4.0,71.6571,10.2719,2.545,1.93,1.1800000000000002,0.45761499999999994,5.2514975
138,3.3,112.0,13.053996000000001,22.4,5.2,53.441338,11.906260000000001,2.9339999999999997,1.656,0.8240000000000001,0.47907,2.6107992
139,4.5,134.0,13.387328,22.33333333333333,5.666666666666668,51.25268666666667,11.9482,2.9766666666666666,1.7,0.8933333333333332,0.4729766666666666,2.231221333333333
140,4.5,258.0,16.292981,6.972972972972973,3.891891891891892,13.687937756756757,12.405356756756756,2.7064864864864866,1.4851351351351352,0.6524324324324324,0.6584424324324325,0.44035083783783785
141,2.5,127.0,10.9728255,6.047619047619048,3.3809523809523814,11.889270000000002,13.173014285714286,2.7352380952380955,1.3542857142857143,0.5342857142857144,0.7322242857142859,0.5225155
142,2.8,74.0,19.92,24.66666666666667,2.6666666666666665,53.05033333333333,8.604266666666666,2.1266666666666665,1.9066666666666665,1.16,0.4705633333333334,6.6400000000000015
143,3.8,87.0,20.834,21.75,3.75,45.87725,9.0872,2.2225,1.9,1.135,0.479965,5.2085
144,3.8,220.0,12.974119999999996,10.0,5.090909090909091,20.994141190090907,13.071459090909087,2.963636363636364,1.7022727272727274,0.9145454545454544,0.4759027272727272,0.5897327272727272
145,2.5,560.0,39.569292,7.777777777777778,4.0,15.394590555555556,12.011027777777779,2.6383333333333336,1.5261111111111112,0.7511111111111111,0.6081561111111111,0.5495734999999999
146,2.5,572.0,51.077292,7.9444444444444455,4.166666666666667,15.840846972222224,11.734294444444444,2.688333333333333,1.5444444444444445,0.7244444444444444,0.6061694444444444,0.7094068333333333
147,2.5,728.0,113.177292,10.111111111111109,4.0,20.65142388888889,12.053727777777777,2.725,1.5777777777777782,0.7244444444444444,0.6034611111111112,1.5719068333333333
148,2.5,552.0,42.521292,7.666666666666668,3.888888888888889,15.272094833333332,11.770372222222226,2.6061111111111117,1.4972222222222222,0.7622222222222221,0.6063038888888889,0.5905735
149,2.5,564.0,54.029292000000005,7.833333333333332,4.055555555555555,15.71835125,11.493638888888887,2.6561111111111106,1.5155555555555555,0.7355555555555555,0.6043172222222223,0.7504068333333334
150,2.5,720.0,116.129292,10.0,3.888888888888889,20.528928166666667,11.813072222222226,2.6927777777777777,1.5488888888888888,0.7355555555555555,0.6016088888888889,1.6129068333333332
151,6.5,222.0,23.348983,8.88,4.4,17.918277359999994,11.72784,2.7612,1.5712000000000002,0.7487999999999999,0.5743408000000001,0.93395932
152,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,5.5,106.0,22.239328,15.142857142857142,4.0,31.976188571428573,10.843971428571429,2.7014285714285715,1.7485714285714289,0.9142857142857144,0.4841114285714286,3.1770468571428565
154,8.5,62.0,7.251328,8.857142857142858,4.571428571428571,18.138768585714285,10.823814285714288,2.65,1.6128571428571428,0.8614285714285713,0.4867914285714286,1.0359040000000002
155,2.0,87.0,11.296995000000004,7.909090909090909,3.5454545454545454,15.968773636363638,12.578381818181818,2.7090909090909094,1.4600000000000002,0.6218181818181818,0.6748563636363637,1.0269995454545455
156,2.3,96.0,15.55,48.0,4.0,116.3255,10.39875,2.24,2.015,1.1800000000000002,0.448895,7.775
157,2.5,90.0,11.463996000000002,18.0,5.6,39.568056,12.0863,2.8680000000000003,1.6520000000000004,0.8640000000000001,0.476196,2.2927992
158,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,6.5,226.0,18.204399750000004,10.272727272727273,4.727272727272728,20.65217479545455,11.148754545454542,2.702272727272728,1.6954545454545455,0.8754545454545455,0.519605,0.8274727159090911
160,5.5,76.0,16.630000000000006,25.33333333333333,4.333333333333333,55.30459633333333,9.3432,2.1566666666666667,1.8833333333333333,1.14,0.46586000000000005,5.543333333333334
161,4.5,208.0,17.342149499999998,6.117647058823528,3.7647058823529416,12.089849411764707,12.232,2.684705882352941,1.513529411764706,0.6458823529411765,0.6380670588235295,0.5100632205882354
162,6.0,156.0,25.021992,17.333333333333332,4.4444444444444455,37.51688,11.458755555555555,2.8522222222222213,1.724444444444445,0.9111111111111109,0.4831422222222222,2.780221333333333
163,6.0,220.0,41.181992,24.444444444444446,4.666666666666667,57.08166000000001,11.634466666666668,2.83,1.7333333333333334,0.9155555555555556,0.4747266666666667,4.575776888888889
164,6.0,155.0,24.587992000000003,17.22222222222222,4.4444444444444455,37.41610711111111,11.406711111111115,2.821111111111111,1.7255555555555555,0.9166666666666666,0.4819755555555556,2.7319991111111115
165,6.0,219.0,40.747992,24.33333333333333,4.666666666666667,56.980887111111116,11.582422222222226,2.798888888888889,1.734444444444445,0.9211111111111109,0.47356000000000004,4.527554666666666
166,3.0,985.0,172.3071105,9.752475247524751,3.2178217821782185,20.232446435643567,12.444327722772279,2.664158415841584,1.4566336633663366,0.646930693069307,0.6761305940594061,1.7060109950495048
167,2.8,636.0,51.4347895,6.424242424242424,3.6767676767676765,12.624885454545455,13.1236101010101,2.7805050505050497,1.3850505050505049,0.5587878787878788,0.7069856565656566,0.5195433282828282
168,2.8,622.0,45.30078949999999,6.282828282828282,3.6767676767676765,12.30628949494949,13.121022222222226,2.7752525252525246,1.381919191919192,0.5604040404040405,0.7072702020202022,0.4575837323232322
